WEIGHT_EMP,WEIGHT_FUEL,WEIGHT_FULL,MAIN_ENG_F,SECOND_ENG_F,MAIN_BURN,SECOND_BURN,ALL_BURN,vs,hs,angle,lat,alt,acc,fuel,weight,thrust,time
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,0.0,0.0,90.0,0.0,1000.0,0.0,121.0,286.0,0.0,0.0
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-0.0003432804232804233,0.0,90.0,0.0,999.9999999273481,0.0,121.0,286.0,0.0,0.00021164021164021165
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-0.09045439153439154,0.0,90.0,0.0,999.9949746833739,0.0,121.0,286.0,0.0,0.055767195767195764
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-0.18586615624027392,0.0,90.0,0.0,999.9840413800657,0.0,121.0,286.0,0.0,0.11459072517896046
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-0.2872411562402739,0.0,90.0,0.0,999.9660888078007,0.0,121.0,286.0,0.0,0.17709072517896046
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-0.3886161562402739,0.0,90.0,0.0,999.9418002980357,0.0,121.0,286.0,0.0,0.23959072517896046
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-0.48402792094615626,0.0,90.0,0.0,999.9133280673918,0.0,121.0,286.0,0.0,0.2984142545907252
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-0.5794396856520386,0.0,90.0,0.0,999.8792433800005,0.0,121.0,286.0,0.0,0.3572377840024899
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-0.674851450357921,0.0,90.0,0.0,999.8395462358618,0.0,121.0,286.0,0.0,0.4160613134142546
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-0.7702632150638034,0.0,90.0,0.0,999.7942366349757,0.0,121.0,286.0,0.0,0.47488484282601934
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-0.8716382150638033,0.0,90.0,0.0,999.7397592465343,0.0,121.0,286.0,0.0,0.5373848428260193
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-0.9730132150638033,0.0,90.0,0.0,999.6789459205928,0.0,121.0,286.0,0.0,0.5998848428260193
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-1.0743882150638033,0.0,90.0,0.0,999.6117966571513,0.0,121.0,286.0,0.0,0.6623848428260193
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-1.1757632150638033,0.0,90.0,0.0,999.5383114562098,0.0,121.0,286.0,0.0,0.7248848428260193
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-1.2771382150638033,0.0,90.0,0.0,999.4584903177683,0.0,121.0,286.0,0.0,0.7873848428260193
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-1.3725499797696856,0.0,90.0,0.0,999.3777520836643,0.0,121.0,286.0,0.0,0.846208372237784
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-1.4739249797696856,0.0,90.0,0.0,999.2856317724287,0.0,121.0,286.0,0.0,0.908708372237784
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-1.5752999797696856,0.0,90.0,0.0,999.1871755236931,0.0,121.0,286.0,0.0,0.971208372237784
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-1.6766749797696856,0.0,90.0,0.0,999.0823833374575,0.0,121.0,286.0,0.0,1.033708372237784
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-1.7780499797696856,0.0,90.0,0.0,998.9712552137219,0.0,121.0,286.0,0.0,1.096208372237784
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-1.873461744475568,0.0,90.0,0.0,998.8610515816939,0.0,121.0,286.0,0.0,1.1550319016495487
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-1.9688735091814502,0.0,90.0,0.0,998.7452354929185,0.0,121.0,286.0,0.0,1.2138554310613134
