WEIGHT_EMP,WEIGHT_FUEL,WEIGHT_FULL,MAIN_ENG_F,SECOND_ENG_F,MAIN_BURN,SECOND_BURN,ALL_BURN,vs,hs,angle,lat,alt,acc,fuel,weight,thrust,time
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,0.0,0.0,90.0,0.0,1000.0,0.0,121.0,286.0,0.0,0.0
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-0.0021771812080536913,0.0,90.0,0.0,999.9999970776091,0.0,121.0,286.0,0.0,0.0013422818791946308
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-0.09758894591393605,0.0,90.0,0.0,999.9942565513788,0.0,121.0,286.0,0.0,0.06016581129095933
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-0.19896394591393607,0.0,90.0,0.0,999.9818213047593,0.0,121.0,286.0,0.0,0.12266581129095933
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-0.29437571061981843,0.0,90.0,0.0,999.9645050864875,0.0,121.0,286.0,0.0,0.18148934070272404
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-0.3957507106198184,0.0,90.0,0.0,999.9397706670737,0.0,121.0,286.0,0.0,0.24398934070272404
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-0.4971257106198184,0.0,90.0,0.0,999.90870031016,0.0,121.0,286.0,0.0,0.30648934070272404
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-0.5925374753257008,0.0,90.0,0.0,999.8738451645527,0.0,121.0,286.0,0.0,0.36531287011448876
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-0.6939124753257008,0.0,90.0,0.0,999.8304756348448,0.0,121.0,286.0,0.0,0.42781287011448876
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-0.7952874753257008,0.0,90.0,0.0,999.7807701676369,0.0,121.0,286.0,0.0,0.49031287011448876
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-0.8966624753257008,0.0,90.0,0.0,999.724728762929,0.0,121.0,286.0,0.0,0.5528128701144888
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-0.9920742400315832,0.0,90.0,0.0,999.6663714546918,0.0,121.0,286.0,0.0,0.6116363995262535
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-1.0934492400315832,0.0,90.0,0.0,999.5980308771898,0.0,121.0,286.0,0.0,0.6741363995262535
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-1.1948242400315832,0.0,90.0,0.0,999.5233543621878,0.0,121.0,286.0,0.0,0.7366363995262535
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-1.2902360047374655,0.0,90.0,0.0,999.447458126615,0.0,121.0,286.0,0.0,0.7954599289380182
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-1.3916110047374655,0.0,90.0,0.0,999.3604824388188,0.0,121.0,286.0,0.0,0.8579599289380182
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-1.4929860047374655,0.0,90.0,0.0,999.2671708135227,0.0,121.0,286.0,0.0,0.9204599289380182
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-1.5883977694433478,0.0,90.0,0.0,999.1737356506143,0.0,121.0,286.0,0.0,0.9792834583497829
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-1.6897727694433478,0.0,90.0,0.0,999.0681248525241,0.0,121.0,286.0,0.0,1.041783458349783
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-1.7911477694433477,0.0,90.0,0.0,998.9561781169339,0.0,121.0,286.0,0.0,1.104283458349783
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-1.88655953414923,0.0,90.0,0.0,998.8452040266898,0.0,121.0,286.0,0.0,1.1631069877615476
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-1.9819712988551124,0.0,90.0,0.0,998.7286174796983,0.0,121.0,286.0,0.0,1.2219305171733124
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-2.077383063560995,0.0,90.0,0.0,998.6064184759595,0.0,121.0,286.0,0.0,1.280754046585077
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-2.178758063560995,0.0,90.0,0.0,998.4702460969869,0.0,121.0,286.0,0.0,1.343254046585077
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-2.2741698282668774,0.0,90.0,0.0,998.3364714012065,0.0,121.0,286.0,0.0,1.4020775759968418
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-2.3755448282668774,0.0,90.0,0.0,998.1879998494398,0.0,121.0,286.0,0.0,1.4645775759968418
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-2.4769198282668774,0.0,90.0,0.0,998.0331923601732,0.0,121.0,286.0,0.0,1.5270775759968418
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-2.5782948282668774,0.0,90.0,0.0,997.8720489334065,0.0,121.0,286.0,0.0,1.5895775759968418
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-2.67370659297276,0.0,90.0,0.0,997.7147720749964,0.0,121.0,286.0,0.0,1.6484011054086065
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-2.77508159297276,0.0,90.0,0.0,997.5413294754356,0.0,121.0,286.0,0.0,1.7109011054086065
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-2.8704933576786424,0.0,90.0,0.0,997.372476924984,0.0,121.0,286.0,0.0,1.7697246348203712
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-2.965905122384525,0.0,90.0,0.0,997.1980119177849,0.0,121.0,286.0,0.0,1.828548164232136
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-3.067280122384525,0.0,90.0,0.0,997.0063069101359,0.0,121.0,286.0,0.0,1.891048164232136
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-3.1626918870904075,0.0,90.0,0.0,996.8202662108953,0.0,121.0,286.0,0.0,1.9498716936439007
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-3.25810365179629,0.0,90.0,0.0,996.6286130549073,0.0,121.0,286.0,0.0,2.0086952230556654
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-3.3535154165021726,0.0,90.0,0.0,996.4313474421718,0.0,121.0,286.0,0.0,2.06751875246743
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-3.4548904165021725,0.0,90.0,0.0,996.2154167911405,0.0,121.0,286.0,0.0,2.13001875246743
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-3.5562654165021725,0.0,90.0,0.0,995.9931502026091,0.0,121.0,286.0,0.0,2.19251875246743
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-3.651677181208055,0.0,90.0,0.0,995.778345662538,0.0,121.0,286.0,0.0,2.2513422818791944
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-3.753052181208055,0.0,90.0,0.0,995.5437799012125,0.0,121.0,286.0,0.0,2.3138422818791944
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-3.8484639459139376,0.0,90.0,0.0,995.3173996690999,0.0,121.0,286.0,0.0,2.372665811290959
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-3.94387571061982,0.0,90.0,0.0,995.0854069802399,0.0,121.0,286.0,0.0,2.4314893407027234
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-4.04525071061982,0.0,90.0,0.0,994.8325788108261,0.0,121.0,286.0,0.0,2.4939893407027234
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-4.14662571061982,0.0,90.0,0.0,994.5734147039124,0.0,121.0,286.0,0.0,2.5564893407027234
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-4.242037475325702,0.0,90.0,0.0,994.3238830877167,0.0,121.0,286.0,0.0,2.615312870114488
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-4.337449240031584,0.0,90.0,0.0,994.0687390147737,0.0,121.0,286.0,0.0,2.6741363995262524
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-4.432861004737466,0.0,90.0,0.0,993.8079824850832,0.0,121.0,286.0,0.0,2.732959928938017
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-4.5282727694433484,0.0,90.0,0.0,993.5416134986453,0.0,121.0,286.0,0.0,2.7917834583497814
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-4.6236845341492305,0.0,90.0,0.0,993.2696320554601,0.0,121.0,286.0,0.0,2.850606987761546
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-4.719096298855113,0.0,90.0,0.0,992.9920381555274,0.0,121.0,286.0,0.0,2.9094305171733104
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-4.820471298855113,0.0,90.0,0.0,992.690758699349,0.0,121.0,286.0,0.0,2.9719305171733104
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-4.915883063560995,0.0,90.0,0.0,992.4015891073748,0.0,121.0,286.0,0.0,3.030754046585075
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-5.017258063560995,0.0,90.0,0.0,992.0880104784022,0.0,121.0,286.0,0.0,3.093254046585075
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-5.112669828266877,0.0,90.0,0.0,991.7872651943866,0.0,121.0,286.0,0.0,3.1520775759968394
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-5.208081592972759,0.0,90.0,0.0,991.4809074536234,0.0,121.0,286.0,0.0,3.210901105408604
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-5.309456592972759,0.0,90.0,0.0,991.1490664165626,0.0,121.0,286.0,0.0,3.273401105408604
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-5.410831592972759,0.0,90.0,0.0,990.8108894420018,0.0,121.0,286.0,0.0,3.335901105408604
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-5.512206592972759,0.0,90.0,0.0,990.4663765299409,0.0,121.0,286.0,0.0,3.398401105408604
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-5.613581592972759,0.0,90.0,0.0,990.1155276803802,0.0,121.0,286.0,0.0,3.460901105408604
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-5.708993357678641,0.0,90.0,0.0,989.7797045416931,0.0,121.0,286.0,0.0,3.5197246348203683
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-5.804405122384523,0.0,90.0,0.0,989.4382689462587,0.0,121.0,286.0,0.0,3.578548164232133
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-5.905780122384523,0.0,90.0,0.0,989.0691576886097,0.0,121.0,286.0,0.0,3.641048164232133
165.0,420.0,585.0,430.0,25.0,0.15,0.009,0.22199999999999998,-6.007155122384523,0.0,90.0,0.0,988.6937104934607,0.0,121.0,286.0,0.0,3.703548164232133
